title,budget,popularity,release_date,revenue,release_year,budget_milhoes,revenue_milhoes
Lava,0,5.761878,2015-06-21,0.0,2015,0.0,0.0
Assault at West Point: The Court-Martial of Johnson Whittaker,0,1.015929,1994-02-26,0.0,1994,0.0,0.0
The Man Called Flintstone,0,1.323822,1966-08-03,0.0,1966,0.0,0.0
The Hunley,0,0.702798,1999-07-11,0.0,1999,0.0,0.0
Gabriel Iglesias: I'm Not Fat... I'm Fluffy,0,1.227496,2009-11-08,0.0,2009,0.0,0.0
Richard Jeni: A Big Steaming Pile of Me,0,0.002353,2005-06-14,0.0,2005,0.0,0.0
Mind Meld: Secrets Behind the Voyage of a Lifetime,0,0.728127,2001-11-06,0.0,2001,0.0,0.0
Bill Cosby: Far From Finished,0,0.560453,2013-11-23,0.0,2013,0.0,0.0
Au Pair II,0,0.319967,2001-04-22,0.0,2001,0.0,0.0
Doctor Who: The Waters of Mars,0,2.66804,2009-12-19,0.0,2009,0.0,0.0
Scabbard Samurai,0,1.754357,2011-06-11,0.0,2011,0.0,0.0
"The Good, the Bad, and Huckleberry Hound",0,0.926771,1988-04-05,0.0,1988,0.0,0.0
Short Peace,0,1.273737,2013-07-20,0.0,2013,0.0,0.0
Rikki-Tikki-Tavi,0,0.772841,1975-01-09,0.0,1975,0.0,0.0
War Arrow,0,1.092612,1954-01-01,0.0,1954,0.0,0.0
The Crucifer of Blood,0,0.512575,1991-11-04,0.0,1991,0.0,0.0
The Chosen One: Legend of the Raven,0,0.125107,1998-05-26,0.0,1998,0.0,0.0
¡A volar joven!,0,0.20475,1947-12-23,0.0,1947,0.0,0.0
About Sarah,0,0.316756,1998-10-04,0.0,1998,0.0,0.0
The Face on the Milk Carton,0,1.286653,1995-05-24,0.0,1995,0.0,0.0
The Three Stooges,0,0.309153,2000-04-24,0.0,2000,0.0,0.0
Van Helsing: The London Assignment,0,5.003222,2004-05-11,0.0,2004,0.0,0.0
A Horse for Danny,0,0.444872,1995-04-08,0.0,1995,0.0,0.0
Missing Pieces,0,0.472738,2000-02-06,0.0,2000,0.0,0.0
Rose Hill,0,0.625766,1997-04-20,0.0,1997,0.0,0.0
Pistol: The Birth of a Legend,0,0.47349,1991-09-29,0.0,1991,0.0,0.0
The Christmas Box,0,0.784015,1995-12-17,0.0,1995,0.0,0.0
Where The Red Fern Grows II: The Classic Continues,0,0.005984,1992-01-01,0.0,1992,0.0,0.0
Animal Farm,23000000,2.33561,1999-10-03,0.0,1999,23.0,0.0
Hellboy Animated: Iron Shoes,0,0.836081,2007-06-12,0.0,2007,0.0,0.0
The Black Shield Of Falworth,0,1.862466,1954-09-02,0.0,1954,0.0,0.0
Jonny Quest Vs. The Cyber Insects,0,0.148534,1995-11-19,0.0,1995,0.0,0.0
Scared Stiff,0,0.687672,1953-04-27,0.0,1953,0.0,0.0
Cas & Dylan,0,2.654508,2013-09-17,0.0,2013,0.0,0.0
Gladiators 7,0,0.001626,1962-10-11,0.0,1962,0.0,0.0
Charley and the Angel,0,0.18895,1973-03-23,0.0,1973,0.0,0.0
Atom Man vs Superman,0,0.653664,1950-07-20,0.0,1950,0.0,0.0
Superman,0,0.971064,1948-07-15,0.0,1948,0.0,0.0
The Invisible Boy,0,1.226801,1957-10-01,0.0,1957,0.0,0.0
Tired of Kissing Frogs,0,0.917946,2006-12-20,0.0,2006,0.0,0.0
Night Of The Twisters,0,1.323659,1996-01-01,0.0,1996,0.0,0.0
The 4th Tenor,0,0.388866,2002-12-03,0.0,2002,0.0,0.0
The Collection,0,0.48398,1976-01-01,0.0,1976,0.0,0.0
One Wild Oat,0,0.20538,1951-05-16,0.0,1951,0.0,0.0
The Biscuit Eater,0,0.001856,1940-05-24,0.0,1940,0.0,0.0
The Deerslayer,0,0.87572,1957-09-10,0.0,1957,0.0,0.0
Captain America,0,1.591726,1944-02-05,0.0,1944,0.0,0.0
Joni,0,0.002717,1979-06-01,0.0,1979,0.0,0.0
"It's A Bird, It's A Plane, It's Superman!",0,0.100013,1975-02-21,0.0,1975,0.0,0.0
Anne Of Green Gables: The Continuing Story,1100000,2.761919,2000-07-23,0.0,2000,1.1,0.0
Return to Mayberry,0,0.011917,1986-04-13,0.0,1986,0.0,0.0
CHiPs '99,0,1.090234,1998-01-01,0.0,1998,0.0,0.0
Au Pair,0,0.623328,1999-08-22,0.0,1999,0.0,0.0
Sting of the Black Scorpion,0,0.422609,2002-11-06,0.0,2002,0.0,0.0
Black Scorpion,0,2.389264,1995-08-22,0.0,1995,0.0,0.0
Black Scorpion II: Aftershock,0,0.984521,1997-05-13,0.0,1997,0.0,0.0
Grace Kelly,0,0.992274,1983-02-21,0.0,1983,0.0,0.0
The Audrey Hepburn Story,0,1.156667,2000-03-27,0.0,2000,0.0,0.0
The Dukes of Hazzard: Reunion!,0,1.065471,1997-04-25,0.0,1997,0.0,0.0
Right on Track,0,0.800038,2003-03-21,0.0,2003,0.0,0.0
I Spy Returns,0,0.067043,1994-02-03,0.0,1994,0.0,0.0
The Pretender 2001,0,0.762688,2001-01-22,0.0,2001,0.0,0.0
The Facts of Life Reunion,0,0.026809,2001-11-18,0.0,2001,0.0,0.0
The Harlem Globetrotters on Gilligan's Island,0,0.708364,1981-05-15,0.0,1981,0.0,0.0
The Pretender: Island of the Haunted,0,1.179954,2001-12-10,0.0,2001,0.0,0.0
Rescue From Gilligan's Island,0,1.26494,1978-10-14,0.0,1978,0.0,0.0
Death Train,0,12.895711,1993-04-14,0.0,1993,0.0,0.0
The Parent Trap II,0,0.917734,1986-07-26,0.0,1986,0.0,0.0
A Season on the Brink,0,0.002361,2002-03-10,0.0,2002,0.0,0.0
"Family Guy Presents: Something, Something, Something, Dark Side",0,8.266563,2009-10-17,0.0,2009,0.0,0.0
Mary and Rhoda,0,0.859831,2000-02-07,0.0,2000,0.0,0.0
Michael Jordan: An American Hero,0,0.402164,1999-04-18,0.0,1999,0.0,0.0
"Come On, Get Happy: The Partridge Family Story",0,0.004754,1999-01-01,0.0,1999,0.0,0.0
Daydream Believers: The Monkees Story,0,0.07197,2000-06-28,0.0,2000,0.0,0.0
"Puff, the Magic Dragon",0,0.635137,1978-10-30,0.0,1978,0.0,0.0
Planet Outlaws,0,1.110623,1953-01-01,0.0,1953,0.0,0.0
The Shadow Strikes,0,0.606175,1937-10-29,0.0,1937,0.0,0.0
Walk the Proud Land,0,0.51046,1956-08-31,0.0,1956,0.0,0.0
Sailor Beware,0,0.58554,1952-02-08,0.0,1952,0.0,0.0
Island of the Blue Dolphins,0,0.402139,1964-09-10,0.0,1964,0.0,0.0
The Biscuit Eater,0,0.001393,1972-03-22,0.0,1972,0.0,0.0
Fatal Bond,0,1.523312,1991-10-28,0.0,1991,0.0,0.0
Dan Aykroyd - Unplugged On UFO's,0,0.110854,2005-07-15,0.0,2005,0.0,0.0
Operation Dalmatian: The Big Adventure,0,0.101382,1997-01-01,0.0,1997,0.0,0.0
Hellboy Animated: Blood and Iron,0,6.942203,2007-03-10,0.0,2007,0.0,0.0
Divina Confusión,0,0.106802,2008-09-26,0.0,2008,0.0,0.0
Nancy Drew... Reporter,0,0.811435,1939-02-18,0.0,1939,0.0,0.0
Charro!,0,1.426253,1969-03-13,0.0,1969,0.0,0.0
Hidden Secrets,0,0.011778,2006-10-06,0.0,2006,0.0,0.0
The First Snow of Winter,0,0.092718,1998-12-25,0.0,1998,0.0,0.0
The Visit,5000000,15.021058,2015-09-10,98450062.0,2015,5.0,98.45
Secret in Their Eyes,19500000,6.79115,2015-10-14,34854990.0,2015,19.5,34.85
Princess Iron Fan,0,0.087558,1941-01-01,0.0,1941,0.0,0.0
Sinister 2,10000000,17.602928,2015-08-19,52882018.0,2015,10.0,52.88
Coo of The Far Seas,0,0.12697,1993-12-19,0.0,1993,0.0,0.0
"Gwen, the Book of Sand",0,0.075033,1985-02-06,0.0,1985,0.0,0.0
Nesting,0,0.185579,2012-05-11,0.0,2012,0.0,0.0
Redeemer,0,1.586498,2014-09-18,0.0,2014,0.0,0.0
Poor Pierrot,0,0.673164,1892-10-28,0.0,1892,0.0,0.0
The Electric Hotel,0,0.560372,1908-10-31,0.0,1908,0.0,0.0
Birth of a Flower,0,0.142357,1910-11-16,0.0,1910,0.0,0.0
Fantasmagorie,0,1.276073,1908-08-17,0.0,1908,0.0,0.0
The Merry Skeleton,0,0.805851,1898-01-01,0.0,1898,0.0,0.0
Serpentine Dance: Loïe Fuller,0,0.113778,1897-08-05,0.0,1897,0.0,0.0
The Melomaniac,0,1.046782,1903-08-15,0.0,1903,0.0,0.0
"Winsor McCay, the Famous Cartoonist of the N.Y. Herald and His Moving Comics",0,0.426007,1911-04-08,0.0,1911,0.0,0.0
The Dinosaur and the Missing Link: A Prehistoric Tragedy,5000,0.176389,1915-01-01,0.0,1915,0.0,0.0
A Is for Autism,0,0.177512,1992-10-01,0.0,1992,0.0,0.0
7/G Rainbow Colony,0,0.637825,2004-10-15,0.0,2004,0.0,0.0
Jeff Ross Roasts Criminals: Live at Brazos County Jail,0,0.2281,2015-06-13,0.0,2015,0.0,0.0
Let It Shine,0,5.020619,2012-06-15,0.0,2012,0.0,0.0
Sinful Davey,0,0.706824,1969-02-10,0.0,1969,0.0,0.0
Further Adventures of the Wilderness Family,0,0.484788,1978-11-15,0.0,1978,0.0,0.0
Spud 2: The Madness Continues,0,1.999654,2013-06-06,0.0,2013,0.0,0.0
How to Sell a Banksy,0,0.055307,2012-01-06,0.0,2012,0.0,0.0
The Battle of Gettysburg,0,0.1913,1955-01-01,0.0,1955,0.0,0.0
My Sweet Little Village,0,1.662033,1985-08-01,0.0,1985,0.0,0.0
I Am Chris Farley,0,1.919671,2015-07-27,0.0,2015,0.0,0.0
The Secret Ways,0,0.288557,1961-04-01,0.0,1961,0.0,0.0
The Wild and the Innocent,0,0.314313,1959-05-27,0.0,1959,0.0,0.0
Apache Rifles,0,0.596775,1964-11-26,0.0,1964,0.0,0.0
Drums Across the River,0,1.018422,1954-06-01,0.0,1954,0.0,0.0
Heart of a Dog,0,0.19087,1976-01-23,0.0,1976,0.0,0.0
The Mill on the Po,0,0.039762,1949-09-28,0.0,1949,0.0,0.0
Get Smart's Bruce and Lloyd Out of Control,0,3.697948,2008-07-01,0.0,2008,0.0,0.0
"Chronic-Con, Episode 420: A New Dope",0,0.20562,2015-07-03,0.0,2015,0.0,0.0
Russell Brand - From Addiction to Recovery,0,0.36059,2012-10-01,0.0,2012,0.0,0.0
Russell Brand: End the Drugs War,0,0.141361,2014-12-17,0.0,2014,0.0,0.0
Battle for Sevastopol,5000000,5.603565,2015-04-02,0.0,2015,5.0,0.0
Snails in the Rain,0,1.877417,2013-06-20,0.0,2013,0.0,0.0
Under the Bed,0,6.670898,2012-07-19,0.0,2012,0.0,0.0
Another World,0,0.439457,2014-03-15,0.0,2014,0.0,0.0
Almost Mercy,0,0.533634,2015-01-01,0.0,2015,0.0,0.0
I've Been Waiting for You,0,1.274883,1998-03-22,0.0,1998,0.0,0.0
Nancy Drew,0,0.373368,2002-12-15,0.0,2002,0.0,0.0
"Csocsó, avagy éljen május elseje!",0,0.092977,2001-12-06,0.0,2001,0.0,0.0
Dollybirds,0,0.146763,1997-02-20,0.0,1997,0.0,0.0
Made in Hungaria,0,0.126889,2009-02-05,0.0,2009,0.0,0.0
Spirit of the Marathon,0,0.21496,2008-01-24,0.0,2008,0.0,0.0
Painted Skin: The Resurrection,0,3.652211,2012-06-28,0.0,2012,0.0,0.0
Sakura Killers,0,0.01476,1987-01-01,0.0,1987,0.0,0.0
The Rise and Rise of Michael Rimmer,0,0.003402,1970-11-12,0.0,1970,0.0,0.0
84C MoPic,500000,1.061491,1989-03-22,0.0,1989,0.5,0.0
Deadly Chase,0,0.002047,1978-12-08,0.0,1978,0.0,0.0
Ghadi,0,0.202644,2013-10-31,0.0,2013,0.0,0.0
West,0,1.545541,2013-10-25,0.0,2013,0.0,0.0
Your Honor,0,0.25,1973-09-10,0.0,1973,0.0,0.0
Dog Tags,0,0.001133,1987-12-11,0.0,1987,0.0,0.0
Nightmare,0,3.562622,1981-10-23,0.0,1981,0.0,0.0
A White Dress for Marialé,0,0.177013,1972-11-30,0.0,1972,0.0,0.0
Dragon Nest: Warriors' Dawn,40000000,3.028163,2014-05-20,0.0,2014,40.0,0.0
Harbinger Down,0,3.979592,2015-08-07,0.0,2015,0.0,0.0
The Bunker of the Last Gunshots,0,0.13139,1981-01-01,0.0,1981,0.0,0.0
Hollywood Vice Squad,0,0.097881,1986-02-28,0.0,1986,0.0,0.0
Curious George 2: Follow That Monkey!,0,2.24177,2009-10-27,0.0,2009,0.0,0.0
Death Comes to Pemberley,0,5.06044,2013-12-02,0.0,2013,0.0,0.0
American Ultra,28000000,9.534828,2015-08-19,27139524.0,2015,28.0,27.14
No Escape,5000000,14.13262,2015-08-26,54418872.0,2015,5.0,54.42
Straight Outta Compton,28000000,21.183077,2015-08-13,201634991.0,2015,28.0,201.63
Viva Algeria,0,0.153287,2004-01-01,0.0,2004,0.0,0.0
Ruined Heart: Another Love Story Between A Criminal & A Whore,0,0.782841,2014-10-24,0.0,2014,0.0,0.0
Dungeons & Dragons: The Book of Vile Darkness,12000000,4.422468,2012-08-08,0.0,2012,12.0,0.0
Twelve in a Box,0,0.105316,2007-02-01,0.0,2007,0.0,0.0
Cop Car,0,11.070889,2015-08-07,134552.0,2015,0.0,0.13
The Keeper: The Legend of Omar Khayyam,0,0.568838,2005-06-10,0.0,2005,0.0,0.0
Company Limited,0,0.278459,1971-09-24,0.0,1971,0.0,0.0
Lassiter,0,3.962864,1984-02-17,17500000.0,1984,0.0,17.5
The Lost Room,0,5.655194,2006-12-09,0.0,2006,0.0,0.0
Eighteen,0,0.57241,2005-01-01,0.0,2005,0.0,0.0
Get Your Stuff,0,1.011466,2000-06-17,0.0,2000,0.0,0.0
The Man I Love,0,0.322959,1997-12-05,0.0,1997,0.0,0.0
10 Attitudes,0,0.659927,2001-01-01,0.0,2001,0.0,0.0
16 Wishes,0,4.869925,2010-06-25,0.0,2010,0.0,0.0
29th and Gay,25000,0.266907,2005-01-01,0.0,2005,0.02,0.0
Almost Normal,0,1.175873,2005-05-26,0.0,2005,0.0,0.0
The Men Next Door,0,1.040376,2012-12-11,0.0,2012,0.0,0.0
Long-Term Relationship,0,0.182228,2006-01-01,0.0,2006,0.0,0.0
3-Day Weekend,0,1.14896,2008-06-03,0.0,2008,0.0,0.0
The Big Gay Musical,0,0.770296,2009-07-20,0.0,2009,0.0,0.0
The Biggest Fan,0,0.254458,2002-01-01,0.0,2002,0.0,0.0
Boy Crazy,0,0.079254,2009-01-26,0.0,2009,0.0,0.0
Carl Panzram: The Spirit of Hatred and Vengeance,0,0.451389,2012-05-28,0.0,2012,0.0,0.0
Conversations with Mother,0,0.173357,2004-04-15,0.0,2004,0.0,0.0
Puella Magi Madoka Magica the Movie Part I: Beginnings,0,2.645355,2012-10-05,0.0,2012,0.0,0.0
Pardon My Past,0,0.356303,1945-12-24,0.0,1945,0.0,0.0
A LEGO Brickumentary,650000,4.201151,2015-07-31,0.0,2015,0.65,0.0
Houston,0,0.99994,2013-01-22,0.0,2013,0.0,0.0
Pasolini,0,3.238304,2014-09-25,0.0,2014,0.0,0.0
Happiness Runs,0,0.724578,2010-05-14,0.0,2010,0.0,0.0
"Helga, She Wolf of Spilberg",0,0.34502,1977-10-20,0.0,1977,0.0,0.0
How to Follow Strangers,0,0.779087,2013-10-28,0.0,2013,0.0,0.0
Smart Ass,0,3.973512,2014-04-02,0.0,2014,0.0,0.0
Taurus,0,0.495781,2001-01-01,0.0,2001,0.0,0.0
Bermuda Tentacles,0,2.404717,2014-04-04,0.0,2014,0.0,0.0
Sir Henry at Rawlinson End,0,0.210368,1980-11-07,0.0,1980,0.0,0.0
Midori,0,2.093161,1992-05-02,0.0,1992,0.0,0.0
Always - Sunset on Third Street,0,0.418197,2005-11-11,33053559.0,2005,0.0,33.05
Truck Turner,0,2.009635,1974-04-19,0.0,1974,0.0,0.0
Kano,7,1.050606,2014-02-27,0.0,2014,0.0,0.0
Beyond Beauty: Taiwan from Above,3400000,0.708974,2013-11-01,0.0,2013,3.4,0.0
Attack on Titan,0,8.118506,2015-08-12,0.0,2015,0.0,0.0
Sailor Moon S the Movie: Hearts in Ice,0,0.921113,1994-10-02,0.0,1994,0.0,0.0
Sailor Moon R: The Movie,0,0.91974,1993-12-05,0.0,1993,0.0,0.0
Sailor Moon Super S: The Movie,0,1.368536,1995-12-23,0.0,1995,0.0,0.0
Marco Polo,0,0.968789,2007-04-06,0.0,2007,0.0,0.0
Tangerine,100000,4.832631,2015-07-10,702354.0,2015,0.1,0.7
Merlin and the War of the Dragons,0,0.919617,2008-11-25,0.0,2008,0.0,0.0
Air,0,9.698415,2015-08-14,0.0,2015,0.0,0.0
Just Peck,0,0.868951,2009-01-01,0.0,2009,0.0,0.0
Götz von Berlichingen,0,1.071695,2014-12-04,0.0,2014,0.0,0.0
009-1: The End of the Beginning,0,0.694855,2013-09-07,0.0,2013,0.0,0.0
The Legend of Secret Pass,0,0.334532,2010-12-05,0.0,2010,0.0,0.0
Witchville,0,1.016529,2010-05-22,0.0,2010,0.0,0.0
Dead Before Dawn 3D,0,2.642791,2012-10-10,0.0,2012,0.0,0.0
Savaged,0,4.960171,2014-08-06,0.0,2014,0.0,0.0
Modern Life,88,0.400281,2008-10-27,0.0,2008,0.0,0.0
13 Minutes,0,4.969851,2015-04-09,147315.0,2015,0.0,0.15
I Kissed a Girl,0,10.415724,2015-01-28,0.0,2015,0.0,0.0
Dead Europe,0,1.312599,2012-06-14,0.0,2012,0.0,0.0
Every Secret Thing,0,3.465405,2014-04-20,0.0,2014,0.0,0.0
964 Pinocchio,0,1.15526,1991-09-14,0.0,1991,0.0,0.0
"Dagmar's Hot Pants, Inc.",0,0.357989,1971-10-01,0.0,1971,0.0,0.0
Inner Demons,0,2.405315,2014-06-13,0.0,2014,0.0,0.0
Women Who Flirt,0,0.612352,2014-11-28,0.0,2014,0.0,0.0
Hacker,0,0.294256,2002-01-01,0.0,2002,0.0,0.0
Khottabych,0,1.22474,2006-08-10,0.0,2006,0.0,0.0
Butterfly,0,0.35236,2015-02-07,0.0,2015,0.0,0.0
Do You See Me?,0,4.265142,2014-11-20,0.0,2014,0.0,0.0
Match,0,2.099788,2014-04-18,37285.0,2014,0.0,0.04
Clandestinos,0,0.891025,2007-01-01,0.0,2007,0.0,0.0
The Past Is a Grotesque Animal,100,0.774471,2014-06-15,0.0,2014,0.0,0.0
Swallows and Amazons,0,1.935094,2016-08-19,0.0,2016,0.0,0.0
Boys in Brazil,0,0.476078,2014-05-15,0.0,2014,0.0,0.0
4 Moons,0,2.734851,2014-03-21,0.0,2014,0.0,0.0
Fashion Victims,0,1.160355,2007-08-08,1101480.0,2007,0.0,1.1
I Am Happiness on Earth,0,1.77912,2014-05-04,0.0,2014,0.0,0.0
The Road To Love,0,0.328977,2001-01-01,0.0,2001,0.0,0.0
Summer Nights,0,0.274176,2014-08-29,0.0,2014,0.0,0.0
Holiday,0,0.123029,2014-05-01,0.0,2014,0.0,0.0
Love in First Class,0,0.354072,1980-08-12,0.0,1980,0.0,0.0
Ernesto,0,0.173507,1979-02-01,0.0,1979,0.0,0.0
Malicious,0,2.840037,1973-03-29,0.0,1973,0.0,0.0
Mother's Heart,0,0.621144,1969-01-29,0.0,1969,0.0,0.0
Come Play with Me,0,0.657498,1968-01-01,0.0,1968,0.0,0.0
Treasure Guards,0,1.21771,2011-09-30,0.0,2011,0.0,0.0
Joy,60000000,12.975936,2015-12-24,101134059.0,2015,60.0,101.13
Shut Up Little Man! An Audio Misadventure,0,0.891691,2011-08-26,0.0,2011,0.0,0.0
Tracks,0,0.877393,2005-09-09,0.0,2005,0.0,0.0
Blindside,0,0.000844,1987-09-01,0.0,1987,0.0,0.0
Vettaiyaadu Vilaiyaadu,0,0.728629,2006-08-25,0.0,2006,0.0,0.0
Azazel,0,0.629932,2002-03-10,0.0,2002,0.0,0.0
The Turkish Gambit,0,0.963791,2005-02-22,0.0,2005,0.0,0.0
Iron & Blood: The Legend of Taras Bulba,25000000,7.855489,2009-04-02,16815892.0,2009,25.0,16.82
The PyraMMMid,2200000,0.6028,2011-04-07,0.0,2011,2.2,0.0
Google Me,0,0.14608,2008-04-25,0.0,2008,0.0,0.0
Daisy Town,0,2.795347,1971-11-01,0.0,1971,0.0,0.0
Next Goal Wins,0,1.747806,2014-04-25,0.0,2014,0.0,0.0
Bad Faith,0,0.974722,2006-12-06,0.0,2006,0.0,0.0
Amnesiac,3000000,4.650079,2015-08-14,0.0,2015,3.0,0.0
I Am the Law,0,0.883343,1977-09-23,0.0,1977,0.0,0.0
The Climber,0,0.000248,1975-02-18,0.0,1975,0.0,0.0
Star Spangled Girl,0,0.0,1971-12-22,0.0,1971,0.0,0.0
Supersonic Man,0,1.021641,1979-11-01,519204.0,1979,0.0,0.52
Final Accord,0,0.083733,1936-06-26,0.0,1936,0.0,0.0
Pillars of Society,0,0.001293,1935-12-21,0.0,1935,0.0,0.0
The Girl from the Marsh Croft,0,0.036702,1935-09-10,0.0,1935,0.0,0.0
La Habanera,0,0.869722,1937-12-18,0.0,1937,0.0,0.0
Deck the Halls,0,0.36799,2011-12-20,0.0,2011,0.0,0.0
One. Two. One,0,0.318892,2011-01-01,0.0,2011,0.0,0.0
Cure: The Life of Another,0,0.169939,2014-08-16,0.0,2014,0.0,0.0
Library Wars,0,0.433843,2013-04-26,0.0,2013,0.0,0.0
Ditto,0,0.234961,2000-05-27,0.0,2000,0.0,0.0
Victor Frankenstein,40000000,9.447808,2015-11-10,34227298.0,2015,40.0,34.23
Rembetiko,0,0.569754,1983-01-01,0.0,1983,0.0,0.0
Sholem Aleichem: Laughing In The Darkness,500000,0.086226,2012-02-24,845188.0,2012,0.5,0.85
Broadway Musicals: A Jewish Legacy,0,0.026866,2013-01-01,0.0,2013,0.0,0.0
The Fall of the Essex Boys,0,0.778634,2012-02-07,0.0,2012,0.0,0.0
Every Little Thing,0,0.038727,1997-03-05,0.0,1997,0.0,0.0
Three Miles North of Molkom,0,0.154914,2008-04-18,0.0,2008,0.0,0.0
Animalympics,0,1.16106,1980-02-01,0.0,1980,0.0,0.0
The Sensuous Nurse,0,1.592784,1975-12-19,0.0,1975,0.0,0.0
4 Minute Mile,0,2.131265,2014-06-05,0.0,2014,0.0,0.0
Get a Clue,0,2.968976,2002-01-01,0.0,2002,0.0,0.0
Questi fantasmi,0,0.002681,1962-01-29,0.0,1962,0.0,0.0
Sogno di una notte di mezza sbornia,0,0.035269,1959-10-28,0.0,1959,0.0,0.0
Industrial Soundtrack for the Urban Decay,0,0.091919,2015-05-08,0.0,2015,0.0,0.0
The Last House on the Beach,0,0.002317,1978-04-20,0.0,1978,0.0,0.0
Theeb‎‎,0,2.469425,2014-09-04,0.0,2014,0.0,0.0
California City,0,0.104996,2014-10-24,0.0,2014,0.0,0.0
Journey to Space,0,0.801267,2015-02-13,0.0,2015,0.0,0.0
The Widow Couderc,0,1.211223,1971-09-15,0.0,1971,0.0,0.0
Manjhi The Mountain Man,1230000,0.925847,2015-08-21,0.0,2015,1.23,0.0
Masaan,0,3.042652,2015-05-19,0.0,2015,0.0,0.0
Homies,0,0.487434,2015-01-22,0.0,2015,0.0,0.0
Uomo e galantuomo,0,5.3e-05,1975-12-26,0.0,1975,0.0,0.0
The Divine Weapon,0,0.54013,2008-09-04,0.0,2008,0.0,0.0
The Fascist,0,0.575828,1961-08-05,0.0,1961,0.0,0.0
Crazy Desire,0,0.407932,1962-07-31,0.0,1962,0.0,0.0
The Black Sheep,0,0.620422,1968-11-09,0.0,1968,0.0,0.0
I Married You For Fun,0,0.001332,1967-08-30,0.0,1967,0.0,0.0
How I Learned to Love Women,0,0.919882,1966-11-02,0.0,1966,0.0,0.0
El Greco,0,0.177674,1966-08-15,0.0,1966,0.0,0.0
Carmen & Geoffrey,0,0.003427,2005-02-04,0.0,2005,0.0,0.0
Being Evel,0,1.197099,2015-01-23,0.0,2015,0.0,0.0
Sujata,0,0.259973,1960-01-01,0.0,1960,0.0,0.0
Devdas,0,0.295098,1955-01-01,0.0,1955,0.0,0.0
The Courageous Heart of Irena Sendler,0,5.448612,2009-04-19,0.0,2009,0.0,0.0
Losers Take All,0,0.711452,2013-10-25,0.0,2013,0.0,0.0
The One That Got Away,0,0.874367,1957-11-22,0.0,1957,0.0,0.0
Salem Falls,0,0.811679,2011-11-19,0.0,2011,0.0,0.0
Sharpe's Challenge,0,4.234721,2006-04-23,0.0,2006,0.0,0.0
Ferat Vampire,0,0.105577,1982-05-01,0.0,1982,0.0,0.0
Go Away Mr. Tumor,0,1.100294,2015-08-14,0.0,2015,0.0,0.0
Brothers,0,1.74416,2015-08-14,0.0,2015,0.0,0.0
FAQs,0,0.166635,2005-07-16,0.0,2005,0.0,0.0
The Iceman and the Psychiatrist,0,0.160322,2004-06-01,0.0,2004,0.0,0.0
Dave Attell: Road Work,0,0.173142,2014-04-13,0.0,2014,0.0,0.0
Guardians,7000000,10.830129,2017-02-14,0.0,2017,7.0,0.0
Green Snake,0,1.189603,1993-04-10,0.0,1993,0.0,0.0
Nuts in May,0,0.934801,1976-01-13,0.0,1976,0.0,0.0
The Short & Curlies,0,0.351367,1987-01-01,0.0,1987,0.0,0.0
The Terror Live,0,2.973751,2013-07-31,0.0,2013,0.0,0.0
The Angrez,50000,0.34064,2006-06-02,300000.0,2006,0.05,0.3
Alibi Ike,0,0.668997,1935-06-15,0.0,1935,0.0,0.0
Ab Tak Chhappan,0,0.698803,2004-02-27,0.0,2004,0.0,0.0
Taxi No. 9 2 11: Nau Do Gyarah,0,1.082981,2006-02-24,0.0,2006,0.0,0.0
Arthur 3: The War of the Two Worlds,70200000,11.371222,2010-08-22,0.0,2010,70.2,0.0
Beau Geste,0,0.351047,1926-08-24,0.0,1926,0.0,0.0
Bloodwork,0,1.099911,2012-05-10,0.0,2012,0.0,0.0
Body Slam,0,1e-06,1987-05-21,0.0,1987,0.0,0.0
Captive,11180,0.660969,2012-09-05,24591.0,2012,0.01,0.02
Cheyenne,0,0.382681,1947-06-06,0.0,1947,0.0,0.0
Close to My Heart,0,0.307726,1951-10-01,0.0,1951,0.0,0.0
"Get Smart, Again!",0,2.278459,1989-02-26,0.0,1989,0.0,0.0
OPA!,0,1.218763,2005-11-13,6000000.0,2005,0.0,6.0
Thumb Tripping,0,0.003076,1972-10-01,0.0,1972,0.0,0.0
The Harrad Experiment,0,0.952641,1973-05-11,0.0,1973,0.0,0.0
Corleone,0,0.817751,1978-01-02,0.0,1978,0.0,0.0
The Last House on Dead End Street,3000,1.191593,1973-01-01,0.0,1973,0.0,0.0
Death of a Doctor,0,0.000808,1991-01-01,0.0,1991,0.0,0.0
Cry of the Wounded,0,0.001586,1980-01-01,0.0,1980,0.0,0.0
The Wistful Widow of Wagon Gap,0,0.196905,1947-10-07,0.0,1947,0.0,0.0
The Greatest Ears in Town: The Arif Mardin Story,0,0.008663,2010-06-15,0.0,2010,0.0,0.0
Petunia,0,1.846272,2013-06-28,0.0,2013,0.0,0.0
Pregnancy Pact,0,4.010044,2010-01-23,0.0,2010,0.0,0.0
Dark Corners,0,6.636622,2006-05-10,0.0,2006,0.0,0.0
Animals,5500000,5.27828,2008-11-05,0.0,2008,5.5,0.0
Demetri Martin: Live (At The Time),0,0.955714,2015-08-14,0.0,2015,0.0,0.0
Flashback,0,0.334523,2000-04-06,0.0,2000,0.0,0.0
Flashback,0,0.110314,1969-10-01,0.0,1969,0.0,0.0
Flight Angels,0,0.004679,1940-05-18,0.0,1940,0.0,0.0
Government Girl,0,0.216485,1943-11-05,0.0,1943,0.0,0.0
